Entity,Code,Year,temp_contrib_total,temp_contrib_n2o,temp_contrib_ch4,temp_contrib_co2,ghg_emissions_co2eq,temp_contrib_fossil,temp_contrib_land,temp_anomaly
World,OWID_WRL,1980,0.7903366,0.03728857,0.24243198,0.51061606,32947655000.0,0.4139442,0.3763924,0.19607207
World,OWID_WRL,1981,0.80643505,0.038243517,0.24703015,0.5211614,32579475000.0,0.42572013,0.38071492,0.25001204
World,OWID_WRL,1982,0.8224949,0.03920832,0.25164053,0.5316461,32556354000.0,0.4374162,0.38507876,0.034263328
World,OWID_WRL,1983,0.8385681,0.04018047,0.2560232,0.5423644,33109391000.0,0.44899336,0.3895747,0.22383861
World,OWID_WRL,1984,0.85516495,0.041163824,0.26039708,0.55360407,34397426000.0,0.46094477,0.3942202,0.04800471
World,OWID_WRL,1985,0.8719027,0.04215278,0.26471192,0.56503797,34960530000.0,0.47314182,0.39876086,0.04972978
World,OWID_WRL,1986,0.88857204,0.043142065,0.2688055,0.5766245,35398316000.0,0.48532727,0.4032448,0.09568697
World,OWID_WRL,1987,0.9055624,0.04414807,0.27291462,0.5884997,36161890000.0,0.49790648,0.40765595,0.2430264
World,OWID_WRL,1988,0.92296904,0.045151204,0.27709177,0.60072607,37071196000.0,0.5110006,0.41196844,0.28215173
World,OWID_WRL,1989,0.94047165,0.046167277,0.28130084,0.61300355,37393690000.0,0.5241703,0.41630137,0.17925027
World,OWID_WRL,1990,0.95807177,0.047188126,0.28544247,0.62544113,37861167000.0,0.53739566,0.4206761,0.36056247
World,OWID_WRL,1991,0.9757229,0.048205126,0.28947267,0.63804513,38189654000.0,0.5507144,0.42500854,0.33889654
World,OWID_WRL,1992,0.99287736,0.04922293,0.29324505,0.6504094,37660260000.0,0.5636105,0.42926687,0.124896795
World,OWID_WRL,1993,1.0098455,0.050235074,0.2967397,0.66287076,37883445000.0,0.57643807,0.43340746,0.16565846
World,OWID_WRL,1994,1.0271695,0.051262397,0.3003148,0.6755922,38568268000.0,0.5894452,0.4377242,0.23354977
World,OWID_WRL,1995,1.0447944,0.052320216,0.30394486,0.6885294,39237210000.0,0.6028442,0.44195023,0.37686616
World,OWID_WRL,1996,1.0627294,0.05339479,0.3075537,0.70178086,40058495000.0,0.61661637,0.446113,0.2766894
World,OWID_WRL,1997,1.081362,0.054461602,0.3109842,0.7159163,42008400000.0,0.6304329,0.45092916,0.4223085
World,OWID_WRL,1998,1.099029,0.055526387,0.31421894,0.7292837,40243634000.0,0.64392704,0.4551019,0.57731646
World,OWID_WRL,1999,1.1166768,0.056597173,0.31719583,0.74288386,40820010000.0,0.65741855,0.45925832,0.32448497
World,OWID_WRL,2000,1.1348643,0.057675,0.3205483,0.75664103,41343422000.0,0.67170763,0.46315667,0.3310848
World,OWID_WRL,2001,1.1533176,0.05875687,0.3242349,0.77032584,41203966000.0,0.68637943,0.4669382,0.48928034
World,OWID_WRL,2002,1.172074,0.05985295,0.32773745,0.78448355,42279180000.0,0.70119125,0.47088268,0.5434665
World,OWID_WRL,2003,1.1921023,0.06095276,0.3316785,0.799471,44362280000.0,0.71705705,0.4750452,0.5441702
World,OWID_WRL,2004,1.212658,0.06208902,0.3357979,0.8147711,45323980000.0,0.7334414,0.4792166,0.46737072
World,OWID_WRL,2005,1.233472,0.06323402,0.34001568,0.8302223,45839122000.0,0.7503607,0.48311126,0.60686255
World,OWID_WRL,2006,1.2550482,0.064393535,0.34438074,0.84627384,47368860000.0,0.7678241,0.487224,0.5725527
World,OWID_WRL,2007,1.2767724,0.06558632,0.34873658,0.8624494,47793620000.0,0.7856415,0.49113086,0.5917013
World,OWID_WRL,2008,1.2987996,0.066765755,0.35305542,0.87897843,48658096000.0,0.8036416,0.49515796,0.46564984
World,OWID_WRL,2009,1.3203139,0.067932606,0.3569332,0.89544815,48450773000.0,0.8210861,0.49922788,0.5967817
World,OWID_WRL,2010,1.3427223,0.069121934,0.36095947,0.91264087,50274144000.0,0.83956045,0.50316185,0.68037146
World,OWID_WRL,2011,1.3662771,0.07035647,0.36552534,0.9303953,51856640000.0,0.8589753,0.5073018,0.53769773
World,OWID_WRL,2012,1.3902665,0.071604684,0.37033954,0.94832236,52393185000.0,0.8788133,0.5114533,0.5776071
World,OWID_WRL,2013,1.4142394,0.07284773,0.37509152,0.96630025,52483064000.0,0.89878154,0.5154579,0.6235754
World,OWID_WRL,2014,1.4385213,0.07410411,0.37989125,0.9845259,53155336000.0,0.9189197,0.51960164,0.67287165
World,OWID_WRL,2015,1.4628737,0.075364724,0.3845559,1.0029532,53660480000.0,0.938911,0.52396274,0.82511437
World,OWID_WRL,2016,1.486737,0.07663571,0.3891236,1.0209777,52822622000.0,0.9587203,0.52801675,0.93292713
World,OWID_WRL,2017,1.5110993,0.077930525,0.39399737,1.0391715,53405286000.0,0.97892034,0.532179,0.84517425
World,OWID_WRL,2018,1.5360005,0.079223044,0.3991511,1.0576264,54066300000.0,0.9997744,0.53622603,0.762654
World,OWID_WRL,2019,1.5613217,0.080522485,0.4044328,1.0763664,54821320000.0,1.020951,0.54037064,0.8910726
World,OWID_WRL,2020,1.5854142,0.081836216,0.40951592,1.0940621,52585247000.0,1.0410577,0.54435647,0.9227938
World,OWID_WRL,2021,1.6106,0.08317285,0.41484845,1.1125787,54593196000.0,1.062219,0.548381,0.7618559
